Direction,District,Elevator,Floor,Garden,Id,Layout,Price,Region,Renovation,Size,Year 
南北,花乡,,13,天伦锦城,101102699057,6室2厅,780,丰台,简装,241.0,2004
东南,旧宫,有电梯,15,美宅湾,101102603931,2室1厅,330,丰台,其他,73.0,2006
西南,西罗园,有电梯,24,西罗园四区,101102367092,2室1厅,390,丰台,简装,65.0,1991
南北,角门,,14,角门2号院,101102726313,2室1厅,422,丰台,简装,76.0,1995
东南,七里庄,有电梯,22,庄维多摩市三期,101102470754,2室1厅,530,丰台,简装,85.0,2006
南北,新宫,无电梯,6,诚苑南里,101102575585,3室2厅,440,丰台,其他,107.0,2002
南西北,科技园区,有电梯,30,怡锦园,101102489662,3室1厅,775,丰台,其他,129.0,2003
南东,六里桥,有电梯,24,莲香园,101102346121,2室1厅,680,丰台,精装,108.0,2000
东南北,宋家庄,,16,芳泽园,101101789691,3室1厅,520,丰台,精装,66.0,2005
东南,角门,有电梯,21,角门甲8号院,101102277732,2室1厅,463,丰台,简装,87.0,1995
南北,西罗园,有电梯,15,京品小区,101102439241,2室1厅,630,丰台,精装,106.0,2005
南,青塔,,16,蔚园,101102732286,2室1厅,330,丰台,简装,73.0,1995
南北,玉泉营,无电梯,6,汇丰家园,101101916351,3室2厅,620,丰台,简装,118.0,2002
东南,马家堡,有电梯,18,星河城西区,101102320082,2室2厅,635,丰台,其他,97.0,2006
西北,北京南站,有电梯,18,开阳里六区,101102114133,3室2厅,688,丰台,其他,120.0,2002
南北,草桥,,18,草桥欣园三区,101102424910,3室1厅,660,丰台,精装,103.0,2001
西南,七里庄,有电梯,22,盛鑫嘉园,101102355323,2室1厅,580,丰台,简装,103.0,2001
南北,马家堡,有电梯,15,福海棠华苑,101102284059,2室1厅,660,丰台,精装,101.0,2014
南,马家堡,,24,马家堡西里,101102618451,3室1厅,555,丰台,精装,94.0,2002
东南北,西红门,无电梯,5,五爱屯西街,101102618830,2室0厅,228,丰台,简装,49.0,1993
东,木樨园,,15,东木樨园,101102620705,1室1厅,259,丰台,简装,56.0,1996
南北,花乡,,7,银地家园,101102671786,3室1厅,670,丰台,简装,134.0,2002
东南,卢沟桥,,22,晓月新苑,101102669915,2室2厅,390,丰台,精装,95.0,2007
南北,科技园区,有电梯,21,中海御鑫阁,101102682104,2室1厅,650,丰台,精装,90.0,2012
南北,玉泉营,,13,青秀城,101101973190,3室2厅,840,丰台,简装,120.0,2011
南北,太平桥,有电梯,16,威尔夏大道,101102687018,3室2厅,1450,丰台,简装,164.0,2006
南北,马家堡,有电梯,14,马家堡西里,101102677592,2室1厅,385,丰台,其他,66.0,1995
东西,赵公口,无电梯,6,苗圃东里,101102656207,2室1厅,335,丰台,简装,63.0,1985
东南,马家堡,,21,瑞丽江畔,101102641036,3室1厅,678,丰台,简装,114.0,2005
南北,青塔,,18,东海仪园,101102664018,2室1厅,400,丰台,其他,80.0,2013
西南,方庄,有电梯,26,芳城园一区,101102683299,2室1厅,585,丰台,精装,93.0,1993
南,玉泉营,有电梯,27,万年花城四期,101102695008,2室1厅,648,丰台,精装,97.0,2008
东,右安门外,无电梯,6,玉林里小区,101101690534,1室1厅,210,丰台,简装,38.0,1990
东,岳各庄,有电梯,27,大成时代中心,101102526725,1室1厅,406.8,丰台,简装,84.0,2010
南西北,玉泉营,有电梯,9,万年花城三期,101102391787,3室1厅,900,丰台,精装,137.0,2006
南北,宋家庄,无电梯,6,华芳嘉园,101101969291,3室2厅,678,丰台,精装,148.0,2000
西北,右安门外,有电梯,18,玉林东里二区,101102078158,2室1厅,430,丰台,精装,62.0,1993
西南,玉泉营,,15,三环新城8号院,101102296574,1室1厅,388,丰台,简装,70.0,2006
东西,七里庄,无电梯,5,西四环南路32号,101102137594,2室1厅,249,丰台,精装,49.0,1979
西南,北大地,有电梯,19,正阳小区,101101840990,2室1厅,530,丰台,简装,95.0,2000
南西北,六里桥,,24,铁路小区,101101887721,3室1厅,680,丰台,其他,89.0,1997
南北,方庄,有电梯,31,芳群公寓,101102532034,3室1厅,780,丰台,其他,147.0,2000
东南,大红门,无电梯,6,苗圃西里,101102249635,2室1厅,289,丰台,简装,54.0,1985
西,六里桥,,25,永翌公馆,101102654849,1室1厅,471,丰台,精装,71.0,2011
北,方庄,有电梯,23,gogo新世代,101102673147,1室1厅,335,丰台,精装,55.0,2005
东,和义,无电梯,6,和义西里二区,101102681988,1室1厅,228,丰台,其他,43.0,1996
西南,草桥,有电梯,17,玉安园,101101473191,3室1厅,595,丰台,简装,109.0,1998
南北,新宫,无电梯,6,诚苑南里,101102577832,3室2厅,430,丰台,其他,130.0,2002
东北,刘家窑,,18,南三环中路,101102719402,1室1厅,260,丰台,精装,46.0,1992
北,玉泉营,有电梯,20,万年花城三期,101102056722,1室1厅,455,丰台,精装,68.0,2006
东北,玉泉营,,16,优筑,101102268699,1室1厅,429,丰台,精装,67.0,2007
南西北,六里桥,有电梯,21,莲馨嘉园,101101692019,3室1厅,790,丰台,简装,148.0,2002
西南北,赵公口,有电梯,22,彩虹城四区,101101840263,1室0厅,425,丰台,精装,65.0,2005
西北,方庄,有电梯,25,芳城园一区,101102248022,2室1厅,430,丰台,简装,70.0,1990
西南,岳各庄,有电梯,21,珠江峰景,101102483212,4室1厅,850,丰台,精装,147.0,2006
南,马家堡,有电梯,10,丽水园,101102086089,1室1厅,370,丰台,精装,56.0,2005
南,菜户营,有电梯,12,万润风景,101102306473,1室1厅,320,丰台,简装,51.0,2006
北,菜户营,有电梯,22,金泰城迷你,101101871175,1室1厅,383,丰台,简装,51.0,2008
东,科技园区,,20,中海御鑫阁,101102421820,1室0厅,286,丰台,精装,41.0,2012
南,赵公口,,6,康泽园,101102401749,1室1厅,257,丰台,简装,49.0,2000
南,玉泉营,有电梯,26,怡海花园恒丰园,101102258231,1室1厅,379,丰台,简装,62.0,2006
南北,看丹桥,无电梯,6,南开西里,101102571342,1室1厅,239,丰台,简装,49.0,1994
南北,西罗园,无电梯,6,西罗园四区,101102414238,1室1厅,271.4,丰台,其他,44.0,1984
南北,岳各庄,无电梯,6,大井南里,101102521462,2室1厅,282,丰台,简装,53.0,1990
东,方庄,有电梯,25,紫芳园一区,101102720988,1室1厅,350,丰台,简装,52.0,2000
东北,北京南站,,18,开阳里三区,101102679610,2室1厅,510,丰台,精装,84.0,1999
东西北北,北京南站,有电梯,18,开阳里三区,101102675042,2室1厅,420,丰台,其他,69.0,1997
西南,卢沟桥,有电梯,24,晓月新城,101102672229,2室1厅,380,丰台,其他,94.0,2007
南北,科技园区,有电梯,21,中海御鑫阁,101102687613,2室1厅,655,丰台,精装,90.0,2012
南北,马家堡,无电梯,6,嘉园二里,101101708477,2室1厅,320,丰台,简装,59.0,1998
南北,草桥,无电梯,6,草桥矿冶小区,101102614944,2室1厅,380,丰台,其他,58.0,1992
东南,太平桥,有电梯,25,华源二里,101102612211,2室1厅,660,丰台,精装,94.0,2005
南北,看丹桥,无电梯,6,南开西里,101102682939,2室1厅,260,丰台,简装,54.0,1992
西北,看丹桥,有电梯,24,新华街七里,101102441461,2室1厅,305,丰台,精装,61.0,2000
东南北,西红门,无电梯,5,五爱屯西街,101102618830,2室0厅,228,丰台,简装,49.0,1993
东,木樨园,,15,东木樨园,101102620705,1室1厅,259,丰台,简装,56.0,1996
东北,木樨园,有电梯,19,圣淘沙,101102697718,2室1厅,500,丰台,简装,86.0,2007
南北,花乡,有电梯,12,天伦锦城,101102485881,2室1厅,450,丰台,简装,94.0,2010
北,西罗园,有电梯,18,果园小区,101102562488,1室1厅,228,丰台,简装,34.0,1994
东,角门,有电梯,18,角门东里,101102485259,1室1厅,305,丰台,毛坯,57.0,1998
北,方庄,有电梯,19,紫芳园三区,101102570230,1室1厅,535,丰台,精装,62.0,2008
东西,右安门外,,6,右外西头条10号院,101102543194,2室1厅,390,丰台,简装,63.0,1986
南北,旧宫,有电梯,10,润枫锦尚,101102700626,1室1厅,315,丰台,其他,69.0,2010
北,宋家庄,,18,政馨园一区,101102471043,2室1厅,350,丰台,精装,69.0,2003
东南西,成寿寺,有电梯,24,华芳园,101102436570,3室1厅,420,丰台,简装,83.0,2000
南,草桥,,16,冬季星空,101102718728,1室1厅,390,丰台,精装,62.0,2004
东,角门,有电梯,18,角门东里,101102268254,2室1厅,400,丰台,简装,77.0,1998
东北,北京南站,有电梯,30,世纪金色嘉园,101102492291,1室1厅,455,丰台,简装,65.0,2003
南,青塔,,6,蔚园,101102706400,1室1厅,249,丰台,精装,45.0,1995
西,玉泉营,,27,万年花城四期,101102709890,1室0厅,360,丰台,精装,53.0,2008
南,青塔,有电梯,13,天鸿美域,101102403963,1室0厅,365,丰台,精装,60.0,2004
南,青塔,有电梯,13,天鸿美域,101102496908,1室0厅,365,丰台,简装,60.0,2004
南,七里庄,有电梯,24,望园东里,101102509104,1室1厅,432,丰台,简装,68.0,1999
西,洋桥,无电梯,6,马家堡路25号,101102133769,1室0厅,270,丰台,精装,47.0,1990
东南,马家堡,有电梯,22,未来66,101102530538,1室0厅,315,丰台,精装,54.0,2004
东西,卢沟桥,,6,新月家园,101102576681,1室1厅,310,丰台,简装,73.0,2002
东,方庄,,25,紫芳园一区,101102709287,1室1厅,350,丰台,精装,52.0,2002
东南,七里庄,,24,鼎恒中心,101102714787,2室1厅,410,丰台,简装,108.0,2000
东北,刘家窑,,18,南三环中路,101102719402,1室1厅,260,丰台,精装,46.0,1992
北,玉泉营,有电梯,20,万年花城三期,101102056722,1室1厅,455,丰台,精装,68.0,2006
南北,和义,无电梯,6,南苑北里一区,101102616423,1室1厅,285,丰台,简装,56.0,2000
南北,北大地,,5,北大地一里,101102560558,3室1厅,330,丰台,简装,55.0,1981
南北,草桥,有电梯,18,草桥欣园三区,101102720207,1室1厅,410,丰台,精装,65.0,2001
南,角门,无电梯,6,大红门35号院,101102258219,1室1厅,310,丰台,简装,56.0,1998
南北,太平桥,无电梯,6,太平桥小区,101102700157,2室1厅,400,丰台,其他,57.0,1991
东北,玉泉营,,16,优筑,101102268699,1室1厅,429,丰台,精装,67.0,2007
南北,西罗园,有电梯,15,京品小区,101102460829,3室1厅,666,丰台,其他,111.0,2005
西,旧宫,无电梯,5,润枫锦尚,101102363448,1室1厅,355,丰台,其他,76.0,2010
南西北,花乡,有电梯,16,银地家园,101101092589,2室1厅,460,丰台,简装,97.0,2003
南,玉泉营,有电梯,17,三环新城6号院,101101704308,2室1厅,599.9,丰台,精装,103.0,2006
南北,七里庄,无电梯,6,东大街西里,101101938997,3室1厅,387,丰台,简装,69.0,1990
南,方庄,有电梯,31,芳群公寓,101101921303,3室1厅,750,丰台,简装,147.0,2001
南北,七里庄,无电梯,6,东大街东里,101102263481,2室1厅,430,丰台,简装,76.0,1990
南北,科技园区,无电梯,6,怡海花园恒泰园,101102341882,2室1厅,397,丰台,精装,66.0,1997
东南,科技园区,无电梯,6,恒富花园1号院,101102391071,2室1厅,420,丰台,简装,80.0,1995
西,岳各庄,,25,第七街区,101102642092,1室1厅,367,丰台,精装,54.0,2004
东南,木樨园,,27,双城公寓,101102744705,2室1厅,540,丰台,简装,108.0,1999
南,新宫,有电梯,16,南庭新苑北区,101102663840,2室1厅,324,丰台,简装,58.0,2012
东南,右安门外,有电梯,18,玉林里小区,101102648363,1室1厅,312,丰台,简装,49.0,1995
北,六里桥,有电梯,24,莲花池西路23号,101102656349,1室1厅,300,丰台,其他,45.0,1998
南北,北京南站,无电梯,5,右外东庄,101102633722,3室1厅,350,丰台,其他,56.0,1992
西,右安门外,有电梯,18,百合园,101102681184,1室1厅,355,丰台,简装,53.0,1999
东南西,和义,无电梯,6,和义西里四区,101100243602,5室2厅,690,丰台,简装,196.0,2001
东,岳各庄,有电梯,27,大成时代中心,101102022386,1室1厅,400,丰台,精装,84.0,2010
西,岳各庄,,9,大成郡,101102397722,2室1厅,720,丰台,精装,108.0,2010
南,菜户营,有电梯,14,万润风景,101102407086,1室0厅,345,丰台,精装,49.0,2006
东南,科技园区,有电梯,18,怡海花园富润园,101102550976,2室1厅,500,丰台,简装,83.0,2001
东北,科技园区,有电梯,23,设计师广场,101102114776,1室0厅,249,丰台,精装,48.0,2008
北,七里庄,,6,胡桃园,101102546118,1室1厅,335,丰台,简装,72.0,2000
北,宋家庄,,18,政馨园一区,101102471043,2室1厅,350,丰台,精装,69.0,2003
东南,卢沟桥,有电梯,24,晓月新城,101102334268,1室1厅,248,丰台,精装,55.0,2007
西,西罗园,,13,珠江骏景南区,101102598210,1室0厅,330,丰台,简装,66.0,2006
西北,大红门,有电梯,18,远洋自然,101101957895,1室1厅,430,丰台,简装,64.0,2007
东北,看丹桥,有电梯,16,看丹苑,101102701624,2室1厅,470,丰台,简装,100.0,2000
北,岳各庄,,25,第七街区,101102550353,1室1厅,340,丰台,简装,54.0,2004
西,玉泉营,有电梯,21,鸿业兴园二区,101102532788,1室1厅,295,丰台,简装,58.0,2009
东,六里桥,有电梯,20,风荷曲苑,101102411653,1室1厅,425,丰台,精装,53.0,2004
南北,和义,无电梯,6,和义西里三区,101101920637,2室1厅,380,丰台,简装,80.0,2000
南北,草桥,有电梯,12,草桥欣园三区,101102546073,1室1厅,395,丰台,简装,63.0,1999
东西,玉泉营,,16,万年花城三期,101102706583,2室1厅,570,丰台,简装,94.0,2006
南北,六里桥,,6,金家村288号院,101102565801,2室1厅,560,丰台,精装,78.0,1996
东南,菜户营,有电梯,22,金泰城迷你,101102225899,1室1厅,458,丰台,简装,61.0,2008
东南,蒲黄榆,有电梯,18,刘家窑东里,101102580914,3室1厅,708,丰台,精装,126.0,1998
西南,马家堡,有电梯,24,润景家园,101102571481,1室1厅,360,丰台,精装,65.0,2005
南北,北京南站,无电梯,6,翠林三里,101102210136,3室1厅,630,丰台,其他,114.0,1996
南西北,青塔,有电梯,18,青塔秀园,101101428979,3室1厅,780,丰台,简装,173.0,2000
西南,科技园区,有电梯,26,设计师广场,101102658132,1室0厅,290,丰台,其他,56.0,2008
西,西罗园,有电梯,13,珠江骏景南区,101102140926,1室0厅,330,丰台,简装,66.0,2006
南,玉泉营,无电梯,6,金丰园,101101209664,2室1厅,400,丰台,简装,74.0,2001
东北,六里桥,有电梯,21,莲馨嘉园,101101269165,3室1厅,946,丰台,简装,150.0,2002
北,科技园区,有电梯,18,新城市经典,101101001052,3室1厅,470,丰台,简装,103.0,1999
南西南北,西罗园,有电梯,24,宝汇苑,101102227830,4室1厅,880,丰台,其他,161.0,2000
西南,方庄,有电梯,31,芳城园一区,101101359730,2室1厅,410,丰台,简装,66.0,1993
东南,方庄,有电梯,31,芳城园一区,101101917626,2室1厅,586,丰台,简装,96.0,1993
东,方庄,有电梯,15,芳星园三区,101100950131,4室2厅,900,丰台,简装,166.0,2000
东南,方庄,有电梯,11,紫芳园二区香园,101102552528,3室2厅,1550,丰台,精装,183.0,2005
东北,科技园区,有电梯,19,阳光四季,101102342209,2室2厅,470,丰台,简装,94.0,1999
南北,和义,无电梯,6,久敬佳园三区,101102366581,2室1厅,450,丰台,精装,97.0,2005
南北,旧宫,无电梯,6,菊源南里,101102420505,3室2厅,660,丰台,精装,146.0,2002
东西,玉泉营,无电梯,6,万年花城二期,101102379091,2室1厅,540,丰台,精装,82.0,2006
南北,木樨园,,12,圣淘沙,101102620137,3室2厅,1000,丰台,其他,195.0,2003
西北,西红门,无电梯,6,西宏苑,101101966783,2室1厅,278,丰台,简装,79.0,1999
西南,七里庄,有电梯,24,庄维花园,101101858371,2室2厅,540,丰台,简装,88.0,2001
南北,青塔,有电梯,11,天鸿美域,101102598533,4室2厅,1000,丰台,精装,169.0,2005
南北,角门,无电梯,6,司达小区,101102487331,2室1厅,304,丰台,精装,58.0,1993
东南,洋桥,有电梯,18,政洋家园,101101634845,2室2厅,452,丰台,精装,82.0,2000
西南,宋家庄,有电梯,16,芳泽园,101102656418,2室2厅,555,丰台,精装,99.0,2005
东南北,科技园区,无电梯,6,怡海花园恒泰园,101102669562,3室1厅,535,丰台,简装,88.0,1997
东南北,北京南站,有电梯,24,开阳里六区,101102636126,2室2厅,730,丰台,精装,129.0,2002
南北,丰台其它,,6,南宫雅苑一期,101102730246,3室1厅,410,丰台,简装,101.0,2005
南,玉泉营,,29,三环新城7号院,101102689805,2室1厅,560,丰台,其他,100.0,2005
南北,新宫,,6,飞腾家园,101102690733,3室2厅,441,丰台,其他,102.0,2004
南北,新宫,无电梯,6,飞腾家园,101102658207,3室1厅,400,丰台,其他,91.0,2005
西南,岳各庄,,23,西府景园,101102681642,2室1厅,530,丰台,其他,90.0,2004
西北,科技园区,有电梯,26,设计师广场,101102706698,1室0厅,235,丰台,精装,44.0,2008
南北,科技园区,无电梯,6,丰泽居三号院,101102649218,3室1厅,540,丰台,简装,98.0,1996
南北,和义,无电梯,6,和义东里四区,101102649090,2室1厅,278,丰台,精装,55.0,1980
南,玉泉营,,22,三环新城6号院,101102686173,3室1厅,690,丰台,简装,120.0,2005
南北,洋桥,有电梯,14,洋桥西里,101102670062,2室1厅,408,丰台,精装,69.0,1990
南,西罗园,,24,珠江骏景中区,101102681520,3室1厅,836,丰台,其他,152.0,2002
东,菜户营,,30,鹏润家园,101102642805,2室1厅,700,丰台,精装,101.0,2001
东南西,马家堡,无电梯,6,西马金润二区,101102694835,2室1厅,410,丰台,其他,73.0,1998
南北,北京南站,,6,右外东庄,101102637382,2室1厅,370,丰台,其他,59.0,1980
南北,玉泉营,,18,鸿业兴园二区,101102693692,2室2厅,430,丰台,精装,88.0,2009
南北,玉泉营,,29,三环新城7号院,101102657752,2室1厅,550,丰台,精装,97.0,2005
东南,青塔,有电梯,30,华富丽苑,101102311365,1室1厅,295,丰台,精装,70.0,2007
南,玉泉营,有电梯,29,三环新城7号院,101101933831,2室1厅,539,丰台,简装,100.0,2005
南北,马家堡,无电梯,6,角门13号院,101101591169,2室1厅,260,丰台,简装,58.0,1995
南,木樨园,有电梯,24,远中悦麒,101102455669,1室0厅,270,丰台,精装,49.0,2006
东北,成寿寺,有电梯,18,四方景园四区,101102600223,1室1厅,350,丰台,精装,62.0,2006
南北,看丹桥,无电梯,5,新华街二里,101102050670,2室1厅,270,丰台,简装,71.0,1970
东南,六里桥,有电梯,23,盛今大厦,101102166103,2室1厅,590,丰台,精装,111.0,2002
南北,和义,无电梯,6,和义西里三区,101101920637,2室1厅,380,丰台,简装,80.0,2000
南北,和义,无电梯,5,南苑北里三区,101102428426,2室1厅,305,丰台,其他,65.0,1996
南北,和义,无电梯,5,南苑北里三区,101102453397,2室1厅,350,丰台,毛坯,72.0,1995
北,北京南站,有电梯,28,世纪金色嘉园,101101528100,1室1厅,440,丰台,精装,59.0,2003
南,太平桥,,5,精图小区55号院,101102728705,2室1厅,475,丰台,简装,78.0,1993
南北,和义,无电梯,6,久敬佳园二区,101102628265,2室2厅,510,丰台,其他,104.0,2006
东西,花乡,无电梯,7,银地家园,101102534531,2室1厅,340,丰台,简装,68.0,2001
南北,科技园区,有电梯,18,中海九号公馆,101101940667,4室2厅,1700,丰台,精装,212.0,2012
西南,洋桥,,24,东丽温泉,101102169622,2室1厅,610,丰台,精装,112.0,2004
南北,玉泉营,有电梯,8,万年花城三期,101102487793,2室1厅,510,丰台,精装,75.0,2006
南北,草桥,,14,草桥欣园四区,101102213501,1室1厅,380,丰台,简装,69.0,2004
南北,草桥,无电梯,6,草桥欣园三区,101102294066,1室1厅,361,丰台,其他,56.0,1999
东南,洋桥,,24,东丽温泉,101102498960,2室1厅,540,丰台,精装,90.0,2002
南西北,草桥,有电梯,18,草桥欣园三区,101102643342,4室1厅,850,丰台,其他,136.0,2001
南,玉泉营,无电梯,6,金丰园,101102643394,2室1厅,410,丰台,精装,78.0,2001
南北,卢沟桥,无电梯,6,晓月苑三里,101102651429,2室1厅,400,丰台,简装,99.0,2000
东西,和义,无电梯,6,南苑北里一区,101102651783,2室1厅,355,丰台,其他,76.0,2000
东南,方庄,,22,芳古园二区,101102642717,4室2厅,1380,丰台,简装,197.0,2000
南,马家堡,有电梯,24,马家堡西里,101102680063,2室1厅,436,丰台,简装,73.0,2002
东南北,北京南站,有电梯,24,开阳里六区,101102636126,2室2厅,730,丰台,精装,129.0,2002
东西北,太平桥,有电梯,24,太平桥东里,101102648082,3室1厅,530,丰台,精装,76.0,1989
东南,太平桥,,18,太平桥西里,101102663064,3室1厅,550,丰台,其他,74.0,2000
南北,看丹桥,有电梯,16,看丹苑,101102638090,3室2厅,670,丰台,精装,131.0,2000
东西,卢沟桥,,6,晓月苑三里,101102638722,2室1厅,295,丰台,毛坯,68.0,1998
南北,五里店,无电梯,6,程庄路68号院,101102659339,2室1厅,248,丰台,其他,60.0,1990
西北,木樨园,有电梯,26,宣祥家园,101102666020,2室1厅,360,丰台,其他,71.0,2004
南北,七里庄,无电梯,6,中建一局北院,101102669086,3室1厅,470,丰台,简装,80.0,1994
南北,和义,无电梯,6,红星楼,101102670861,2室1厅,248,丰台,其他,55.0,1987
南北,青塔,有电梯,22,建邦枫景,101102641480,3室1厅,460,丰台,精装,88.0,2010
南北,和义,无电梯,6,南苑北里一区,101102642248,2室1厅,360,丰台,其他,76.0,2000
南北,新宫,,6,飞腾家园,101102690733,3室2厅,441,丰台,其他,102.0,2004
南,刘家窑,,18,建邦华府,101102687886,2室2厅,829,丰台,精装,128.0,2009
南,玉泉营,,29,三环新城7号院,101102689805,2室1厅,560,丰台,其他,100.0,2005
西南,宋家庄,有电梯,16,芳泽园,101102656418,2室2厅,555,丰台,精装,99.0,2005
南北,洋桥,无电梯,6,马家堡东里,101102438962,2室1厅,288,丰台,精装,55.0,1987
东南,太平桥,有电梯,24,金唐国际,101102589862,2室2厅,645,丰台,精装,86.0,2007
东南北,太平桥,无电梯,6,太平桥东里,101101755070,3室1厅,552,丰台,精装,78.0,1989
南西北,北京南站,,24,开阳里六区,101100975854,3室1厅,850,丰台,精装,148.0,2002
西南,方庄,有电梯,25,芳城园三区,101102094438,3室1厅,915,丰台,其他,135.0,1998
西北,成寿寺,有电梯,24,华芳园,101102525724,3室1厅,490,丰台,简装,96.0,1999
南北,五里店,,6,五里店南里,101102596337,2室1厅,255,丰台,其他,56.0,1990
东南,大红门,无电梯,6,建欣苑四里,101102590860,2室1厅,423,丰台,简装,81.0,2003
南北,玉泉营,,6,育芳园,101102547121,2室1厅,430,丰台,简装,72.0,1986
东,太平桥,有电梯,20,首科花园,101102552326,2室2厅,570,丰台,其他,87.0,2006
南北,玉泉营,,21,万年花城五期,101102495312,2室1厅,663,丰台,简装,92.0,2011
南北,洋桥,有电梯,24,洋桥西里,101102064632,3室1厅,520,丰台,精装,95.0,1990
南北,马家堡,无电梯,5,西马金润一区,101101768877,2室1厅,473,丰台,精装,86.0,2002
南,玉泉营,有电梯,16,优筑,101101791843,2室1厅,650,丰台,精装,105.0,2007
东,青塔,无电梯,7,兆丰园,101101798651,2室1厅,332,丰台,精装,62.0,2000
南北,方庄,,6,芳群园四区,101102577912,2室1厅,390,丰台,精装,63.0,1988
南北,五里店,,6,丰西北里,101102626515,2室1厅,258,丰台,简装,58.0,1990
南北,玉泉营,有电梯,11,青秀城,101102463346,3室2厅,1200,丰台,精装,99.0,2012
南北,刘家窑,无电梯,6,石榴园南里小区,101102610490,2室1厅,325,丰台,精装,57.0,2000
南北,角门,有电梯,19,阳光花园,101102185403,2室1厅,615,丰台,精装,86.0,2010
南,新宫,,15,南庭新苑南区,101102553980,2室1厅,325,丰台,其他,58.0,2009
东,岳各庄,有电梯,27,大成时代中心,101102564164,1室1厅,404,丰台,精装,84.0,2010
西南,青塔,,26,兆丰园,101102539587,2室2厅,430,丰台,其他,88.0,2002
北,西罗园,有电梯,24,珠江骏景中区,101102561990,2室1厅,478,丰台,精装,79.0,2002
南北,北京南站,无电梯,6,右外东庄,101102598852,2室1厅,400,丰台,简装,61.0,1992
西南,成寿寺,有电梯,24,华芳园,101102618007,2室1厅,420,丰台,简装,75.0,2000
南北,玉泉营,有电梯,16,万年花城三期,101102373139,2室2厅,620,丰台,精装,96.0,2006
南西,北京南站,有电梯,28,世纪金色嘉园,101102618798,3室1厅,1150,丰台,精装,147.0,2003
东西,马家堡,,6,嘉园二里,101102618845,2室1厅,388,丰台,其他,67.0,1998
南,玉泉营,,22,怡海花园恒丰园,101102626047,2室1厅,830,丰台,其他,127.0,2005
南北,和义,无电梯,6,久敬佳园二区,101102628265,2室2厅,510,丰台,其他,104.0,2006
东西,玉泉营,有电梯,16,万年花城三期,101102539767,2室1厅,600,丰台,精装,92.0,2006
西北,玉泉营,,20,万年花城三期,101102736729,1室1厅,410,丰台,简装,68.0,2006
南,旧宫,有电梯,10,润枫锦尚,101102744811,1室1厅,400,丰台,其他,79.0,2010
东北,大红门,有电梯,15,上海建筑,101102721868,2室1厅,568,丰台,其他,81.0,2010
南北,右安门外,,6,右外西头条10号院,101102478363,2室1厅,376,丰台,简装,63.0,1986
西,岳各庄,,25,第七街区,101102735393,1室0厅,350,丰台,精装,54.0,2004
东南,蒲黄榆,有电梯,23,恒松园,101102709858,3室2厅,780,丰台,其他,144.0,1998
南北,丽泽,有电梯,28,丰益花园东区,101102336117,2室1厅,540,丰台,简装,91.0,2000
南,洋桥,有电梯,24,东丽温泉,101102456350,2室1厅,546,丰台,精装,94.0,2002
北,北京南站,有电梯,21,鼎立水岸家园,101102137374,1室0厅,433,丰台,简装,57.0,2007
东南,赵公口,,22,苗圃东里,101102729393,3室1厅,420,丰台,精装,84.0,2002
西北,五里店,,6,丰西北里,101102729421,2室1厅,210,丰台,精装,49.0,1990
南北,七里庄,无电梯,6,胡桃园,101102619595,3室2厅,800,丰台,精装,178.0,2000
东北,卢沟桥,有电梯,22,晓月苑五里,101102356201,3室1厅,390,丰台,简装,104.0,2003
南北,广安门,,6,莲花池南里,101102518243,3室1厅,505,丰台,其他,68.0,1988
东北,成寿寺,,15,方庄南路18号院,101102717256,2室1厅,443,丰台,精装,85.0,2013
东北,玉泉营,有电梯,27,万年花城四期,101101799078,2室1厅,580,丰台,简装,88.0,2008
东北,菜户营,有电梯,20,顺驰蓝调,101101318692,4室3厅,1450,丰台,精装,173.0,2008
南北,马家堡,有电梯,18,嘉园一里,101100457134,2室1厅,355,丰台,精装,71.0,1997
南北,岳各庄,有电梯,7,大成郡,101102490884,2室1厅,960,丰台,精装,111.0,2011
南北,洋桥,无电梯,6,马家堡东里,101102438962,2室1厅,288,丰台,精装,55.0,1987
南北,太平桥,无电梯,6,太平桥西里,101102061190,2室1厅,380,丰台,精装,58.0,1990
东南北,太平桥,无电梯,6,太平桥东里,101101755070,3室1厅,552,丰台,精装,78.0,1989
南北,青塔,有电梯,13,天鸿美域,101102613450,3室1厅,790,丰台,精装,138.0,2004
南西北,北京南站,,24,开阳里六区,101100975854,3室1厅,850,丰台,精装,148.0,2002
东南,太平桥,有电梯,24,金唐国际,101102589862,2室2厅,645,丰台,精装,86.0,2007
西南,方庄,有电梯,25,芳城园三区,101102094438,3室1厅,915,丰台,其他,135.0,1998
南北,方庄,,6,芳群园四区,101102577912,2室1厅,390,丰台,精装,63.0,1988
南北,六里桥,无电梯,6,铁路小区,101101860837,3室1厅,620,丰台,简装,88.0,1998
南北,木樨园,无电梯,6,定安西里,101102695818,3室1厅,383,丰台,其他,72.0,1988
东,北大地,有电梯,19,正阳小区,101101816841,2室1厅,500,丰台,简装,90.0,2000
西南,木樨园,有电梯,27,双城公寓,101102698044,2室1厅,540,丰台,简装,97.0,1999
南西,西罗园,,24,珠江骏景中区,101102703131,3室1厅,820,丰台,精装,176.0,2002
东南,草桥,有电梯,24,玺萌丽苑,101102299767,1室1厅,383,丰台,精装,66.0,2003
东北,太平桥,有电梯,21,太平桥西里,101102703069,2室1厅,450,丰台,精装,65.0,1993
